time,open,high,low,close,volume
1549771200,118.99,119.29,118.99,119.17,6833.335319999998
1549774800,119.18,119.48,118.95,119.43,7856.95889
1549778400,119.44,119.51,116.19,116.79,32135.45442
1549782000,116.79,117.12,115.81,117.03,31927.211389999993
1549785600,117.03,117.25,116.47,116.97,17260.622669999997
1549789200,116.98,117.46,116.71,117.3,10653.524679999997
1549792800,117.3,117.95,117.13,117.67,10843.30395
1549796400,117.66,117.97,116.88,117.33,8861.74485
1549800000,117.33,117.65,116.51,116.87,10276.9466
1549803600,116.87,117.45,116.25,117.11,19668.476639999997
1549807200,117.16,117.27,116.56,116.63,9790.915700000003
1549810800,116.62,117.16,116.55,116.8,11531.535670000001
1549814400,116.8,118.9,116.8,118.35,23757.95975
1549818000,118.35,118.52,117.84,118.28,15151.961910000004
1549821600,118.28,118.65,118.13,118.49,7579.425060000001
1549825200,118.52,118.68,118.03,118.38,12875.96574
1549828800,118.39,118.55,118.06,118.28,7379.813649999997
1549832400,118.28,118.6,118.26,118.57,3899.845759999999
1549836000,118.56,122.5,118.56,121.61,38222.91046
1549839600,121.61,126.49,121.25,125.12,58668.90530999998
1549843200,125.12,125.28,119.95,120.91,71088.98074
1549846800,120.92,121.01,119.88,120.83,21001.781619999994
1549850400,120.83,121.27,120.48,120.51,11067.76473
1549854000,120.51,120.69,119.66,120.27,15101.502399999998
1549857600,120.27,120.61,119.85,120.46,7328.30958
1549861200,120.45,120.5,119.37,119.47,9908.90964
1549864800,119.44,120.64,119.24,120.62,10646.501360000002
1549868400,120.62,120.81,120.12,120.65,8833.29971
1549872000,120.64,120.68,120.02,120.34,9844.602850000003
1549875600,120.32,120.9,120.01,120.62,7498.231829999999
1549879200,120.64,121.92,119.65,120.43,18395.164979999998
1549882800,120.43,120.76,120.06,120.51,9314.925619999998
1549886400,120.49,122.05,120.2,121.81,23310.8392
1549890000,121.81,123.5,121.55,122.03,29883.037679999994
1549893600,122.01,123,121.83,122.77,21243.071780000002
1549897200,122.78,122.96,120.59,121.35,21435.03016
1549900800,121.32,121.37,119.56,120.75,29287.14363000001
1549904400,120.74,122.14,120.42,121.87,13450.438139999998
1549908000,121.84,122.13,120.98,121.56,12825.085249999998
1549911600,121.55,121.83,121.18,121.58,8893.65494
1549915200,121.54,122.07,121.26,121.85,7802.263209999999
1549918800,121.83,121.84,120.6,120.96,8440.06639
1549922400,120.99,121.64,120.56,121.41,6563.321779999998
1549926000,121.45,121.56,120.69,120.89,6241.3768199999995
1549929600,120.88,120.96,118.18,119.35,36055.11840999999
1549933200,119.36,120.1,118.95,119.63,11198.065550000003
1549936800,119.61,120.37,119.41,119.76,8845.131089999997
1549940400,119.75,120.88,119.74,120.67,9129.341649999998
1549944000,120.66,121.39,120.25,120.94,7802.6161999999995
1549947600,120.94,121.49,120.79,120.8,9668.69575
1549951200,120.81,121.27,120.46,121.14,7118.541469999999
1549954800,121.1,121.37,120.54,121.28,7430.097349999999
1549958400,121.25,121.34,119.79,120.34,19950.27169
1549962000,120.35,120.74,119.65,120.06,15362.713640000002
1549965600,120.12,120.55,119.72,120.32,9209.414810000002
1549969200,120.35,120.77,120.28,120.59,7783.321419999999
1549972800,120.56,121.63,120.15,121.22,17760.78268
1549976400,121.21,121.62,120.3,120.77,15225.74736
1549980000,120.76,120.91,119.51,120.33,17181.59369
1549983600,120.32,120.69,119.66,120.12,12426.158519999999
1549987200,120.14,120.77,120.11,120.34,8335.96482
1549990800,120.33,121.22,120.33,120.69,8841.653939999998
1549994400,120.71,123.89,120.67,121.89,33175.52341
1549998000,121.9,123.24,121.85,122.61,22333.890109999997
1550001600,122.59,123.85,122.34,123.24,16715.74166
1550005200,123.26,123.45,120.59,121.23,23323.377479999992
1550008800,121.2,122.3,121.12,121.66,9676.04334
1550012400,121.7,122.77,121.58,122.41,9215.863829999998
1550016000,122.4,123,121.8,122.73,11688.27663
1550019600,122.73,122.83,122.09,122.45,6042.275950000001
1550023200,122.45,123.16,121.96,122.89,10898.11889
1550026800,122.9,123.68,122.77,123.43,11507.80199
1550030400,123.44,123.69,122.75,123.2,7816.081610000001
1550034000,123.2,124.06,123,123.93,13817.220289999997
1550037600,123.96,126.47,123.55,124.58,44994.81869
1550041200,124.58,124.68,123.37,123.74,19380.808489999996
1550044800,123.74,124.21,122.78,122.85,16783.644689999997
1550048400,122.84,123.37,122.63,123.02,17948.31689999999
1550052000,123,123.74,122.55,122.99,14372.74883
1550055600,122.99,123.22,122.1,123.04,17671.225970000007
1550059200,123.06,123.41,122.15,123.19,14593.109000000002
1550062800,123.23,123.44,122.73,122.85,9395.995
1550066400,122.87,123,121.67,121.78,17891.363369999995
1550070000,121.78,121.85,120.83,121.05,21221.642520000005
1550073600,121.03,122.21,120.7,121.91,17084.668049999997
1550077200,121.9,122.2,121.6,121.69,6265.174530000001
1550080800,121.69,122.14,121.59,121.81,6513.127930000001
1550084400,121.81,122.04,121.11,121.2,4734.622439999998
1550088000,121.21,121.78,120.8,121.38,6398.70118
1550091600,121.39,121.74,121.07,121.68,5258.980000000001
1550095200,121.65,122.31,121.13,121.65,8671.62748
1550098800,121.63,122.26,121.61,121.86,6876.969129999999
1550102400,121.86,124,121.66,123.58,15199.587099999999
1550106000,123.59,123.85,123.04,123.47,12944.34029
1550109600,123.49,124.5,122.79,123.04,17106.777340000004
1550113200,123.04,123.42,122.57,123.28,10308.261450000002
1550116800,123.3,124.39,123.29,124.24,13988.11307
1550120400,124.24,124.45,121.71,122.11,19172.918619999997
1550124000,122.15,122.8,122.03,122.59,11693.969780000001
1550127600,122.64,122.64,121.17,121.94,17913.58206
1550131200,121.95,122.47,121.86,122,12587.605139999998
1550134800,122.06,122.77,122,122.09,8913.16436
1550138400,122.08,122.1,121,121.3,18273.028280000002
1550142000,121.3,121.68,120.1,120.7,30352.287370000013
1550145600,120.7,121.41,120.19,121.11,18555.132219999992
1550149200,121.11,121.6,121.1,121.41,8708.84639
1550152800,121.41,121.42,120.37,121.18,9900.098690000003
1550156400,121.18,122.5,121.12,122.13,13651.623660000001
1550160000,122.16,122.75,121.5,121.81,11096.97526
1550163600,121.8,122.26,121.66,121.77,6012.405410000002
1550167200,121.74,122.15,121.53,121.82,5773.81702
1550170800,121.81,121.89,121.24,121.47,5082.277280000001
1550174400,121.46,121.46,120.76,121.08,9189.080069999998
1550178000,121.05,121.79,120.66,121.47,7932.837699999999
1550181600,121.47,121.6,120.92,121.05,6186.7977599999995
1550185200,121.04,121.17,120.19,120.42,6662.26106
1550188800,120.47,121.05,120.19,120.79,7838.685739999999
1550192400,120.79,121.32,120.71,121.18,4022.38929
1550196000,121.16,121.42,120.99,121.4,6347.4285500000005
1550199600,121.41,122.1,121,121.78,10647.67406
1550203200,121.8,123,121.61,122.58,19893.750679999997
1550206800,122.58,122.85,122.15,122.26,9161.07201
1550210400,122.26,123.5,122.15,122.69,10183.446969999999
1550214000,122.63,122.69,122,122.52,10796.91806
1550217600,122.54,123.02,122.23,122.3,7608.421829999999
1550221200,122.3,122.65,121.9,122.07,7694.148409999998
1550224800,122.08,122.6,121.57,122.52,10042.446399999997
1550228400,122.49,123,121.8,121.98,15176.129539999998
1550232000,121.98,122.6,121.94,122.4,6377.607010000001
1550235600,122.4,122.81,122.05,122.78,9202.135759999997
1550239200,122.79,124.25,121.05,121.07,39628.12503999999
1550242800,121.07,121.51,120.3,121.22,33022.644340000006
1550246400,121.23,121.59,120.95,121.28,15979.736710000001
1550250000,121.29,121.57,121.18,121.27,6200.1066299999975
1550253600,121.26,121.58,121.23,121.47,4137.46913
1550257200,121.47,121.62,121.1,121.15,5264.397109999999
1550260800,121.15,121.36,121,121.27,3782.53089
1550264400,121.26,121.86,121.24,121.45,5098.206710000002
1550268000,121.44,121.7,121.33,121.47,3669.5584499999995
1550271600,121.45,121.69,121.21,121.67,3521.0520799999995
1550275200,121.66,122.5,121.54,122.08,10927.56767
1550278800,122.08,122.4,121.71,121.9,9312.675449999999
1550282400,121.9,122.31,121.77,122.2,7330.89092
1550286000,122.19,122.7,122.01,122.48,10243.085809999997
1550289600,122.47,122.9,122.26,122.42,10397.423550000003
1550293200,122.41,122.68,122.24,122.28,5724.636319999998
1550296800,122.28,122.68,122.27,122.6,6242.103040000004
1550300400,122.6,122.86,122.3,122.6,5966.9459400000005
1550304000,122.6,123,122.6,122.79,7463.346929999999
1550307600,122.76,122.97,122.56,122.57,5648.112099999999
1550311200,122.6,122.98,122.21,122.35,11115.55816
1550314800,122.34,122.98,122.3,122.9,10221.531170000002
1550318400,122.91,123.47,122.42,122.85,19175.60396
1550322000,122.85,123.46,122.77,123.05,8036.06848
1550325600,123.07,123.9,123.01,123.69,13750.97525
1550329200,123.7,123.84,123.32,123.5,9676.17174
1550332800,123.49,124.99,123,123.27,22839.164480000007
1550336400,123.31,123.35,122.68,122.89,7293.86576
1550340000,122.89,123.15,122.7,122.81,4284.88926
1550343600,122.81,123.6,122.75,123.23,5391.158629999998
1550347200,123.24,123.9,122.98,123.86,4429.945549999999
1550350800,123.86,124.02,123.29,123.51,6319.0304099999985
1550354400,123.56,123.69,123.24,123.5,3568.408150000001
1550358000,123.45,123.66,122.41,122.67,9961.54261
1550361600,122.67,123.38,122.43,123.02,8942.219550000002
1550365200,123.01,123.08,122.72,123.05,4700.1201
1550368800,123.06,123.33,122.88,123.19,4369.02059
1550372400,123.18,123.38,123.13,123.25,2606.81018
1550376000,123.25,123.57,122.97,123.51,3772.77405
1550379600,123.48,124,123.36,123.77,6552.380929999999
1550383200,123.75,124.15,123.53,123.75,6563.31407
1550386800,123.74,124.33,123.71,124.18,10218.630360000001
1550390400,124.19,124.5,124,124.25,9349.753790000002
1550394000,124.23,124.76,124.17,124.59,8830.084900000002
1550397600,124.6,130.9,124.55,126.61,121844.96727999997
1550401200,126.6,128.05,126.25,126.99,35731.51446
1550404800,126.93,127.51,124.95,125.14,37292.268599999996
1550408400,125.14,126,124.35,125.63,21378.37254
1550412000,125.59,127.15,125.59,126.63,37391.05345000001
1550415600,126.61,127.07,125.95,126.1,13143.860849999997
1550419200,126.1,127.53,125.89,126.89,16796.2853
1550422800,126.9,128.56,126.89,128.4,19918.025899999997
1550426400,128.35,128.54,127.03,127.52,17979.85471
1550430000,127.5,129.55,127.29,129.11,46282.56631
1550433600,129.11,129.65,128.45,129.61,20318.194860000003
1550437200,129.57,132.33,129.57,130.75,61868.46243
1550440800,130.75,134.49,130.64,133.68,39081.956509999996
1550444400,133.67,135.61,133.58,133.75,59856.109059999995
1550448000,133.77,135.17,132.42,134.81,40640.63741999999
1550451600,134.83,137.13,133.5,134.84,51041.83476999999
1550455200,134.85,137.77,134.36,136.93,37997.01599
1550458800,136.94,138.99,136.8,138.18,58692.177439999985
1550462400,138.18,138.53,136.62,137.29,29874.556089999995
1550466000,137.3,138.05,135.91,137.88,28010.496230000004
1550469600,137.88,138.85,137,137.76,26500.44133
1550473200,137.71,139,136.26,136.9,36820.11592999999
1550476800,136.9,138.3,136.87,137.31,19641.401269999995
1550480400,137.31,140.08,137.26,138.74,31643.16513
1550484000,138.78,139.36,137.58,137.96,32318.278809999996
1550487600,137.97,141,137.88,140.42,36728.14325
1550491200,140.42,144.33,139.86,143.99,67608.11048999999
1550494800,143.96,146.67,142.33,145.09,90154.5069
1550498400,145.08,145.77,142.2,143,82824.25269999998
1550502000,143.03,144.89,141.4,144.24,55553.175720000014
1550505600,144.24,148.3,141.88,144.75,107331.72519000001
1550509200,144.74,145.2,143,145,72878.67541
1550512800,145,146.8,144.54,145.83,37027.17386999999
1550516400,145.8,146.75,144.96,145.26,29852.28595
1550520000,145.25,145.68,143.31,144.87,29447.91314
1550523600,144.87,145.2,142.33,142.48,22266.95343999999
1550527200,142.48,143.96,141.37,143.9,29478.847390000006
1550530800,143.93,146.4,143.92,145.69,25498.26634
1550534400,145.69,150,145.53,149.58,73318.15468000002
1550538000,149.59,149.69,144.5,145.64,57822.061599999986
1550541600,145.65,146.63,144.75,144.89,38349.44981000001
1550545200,144.9,146.72,144.52,146.03,13370.48487
1550548800,146.03,147.77,145.3,146.09,19053.880160000008
1550552400,146.07,146.5,145.34,146.21,18754.050789999998
1550556000,146.19,146.93,145.94,146.79,17465.74185
1550559600,146.78,148.52,146.72,148.4,27733.266140000003
1550563200,148.39,148.77,147.43,147.61,28010.844510000003
1550566800,147.61,148.3,145.2,145.92,37178.922900000005
1550570400,145.93,146.6,145.1,146.12,41440.49629
1550574000,146.13,146.42,145.58,146.35,17719.300849999996
1550577600,146.35,147.76,146.34,147.11,23682.422749999994
1550581200,147.13,148.35,146.48,147.81,46518.333770000005
1550584800,147.8,148.47,146.3,146.78,45803.33454
1550588400,146.8,148.16,146.72,147.62,28959.719729999997
1550592000,147.6,148.39,146.34,146.63,38620.16697
1550595600,146.64,146.83,145.51,146.49,22752.88115000001
1550599200,146.5,146.5,145.52,145.68,14001.484250000009
1550602800,145.69,147.24,145.5,147.05,16694.840299999996
1550606400,147.05,147.08,145.87,146.18,15492.125600000005
1550610000,146.18,146.92,142.36,143.99,52774.23876000001
1550613600,143.99,145.81,143.94,145.51,28189.732190000002
1550617200,145.56,145.62,143.1,143.44,24262.969990000005
1550620800,143.45,144.31,139.6,141.48,55973.81005000001
1550624400,141.49,143.37,140.85,143.29,25436.099329999994
1550628000,143.3,143.32,141.51,142.81,22676.228990000003
1550631600,142.81,143.23,142.15,142.19,12936.173999999995
1550635200,142.19,142.62,141.5,141.52,10721.46457
1550638800,141.5,142.19,140.2,141.64,24905.434950000003
1550642400,141.67,141.94,141.22,141.65,11281.90106
1550646000,141.69,143.7,141.67,143.08,23522.174939999997
1550649600,143.1,144.5,142.66,144.21,22774.62496
1550653200,144.22,145.15,143.61,144.3,26009.449169999993
1550656800,144.28,147.28,143.72,146.91,51136.65304999999
1550660400,146.9,146.97,145.77,146.48,25824.13837
1550664000,146.43,148,145.95,147.87,32090.798929999997
1550667600,147.9,148.47,146.53,147,49025.24266000001
1550671200,146.96,147.3,145.3,146.36,33306.17447
1550674800,146.4,146.66,145.25,145.65,17971.89827999999
1550678400,145.66,147.79,145.44,147.66,20729.18215
1550682000,147.65,148.19,145.96,146.42,27254.561649999996
1550685600,146.43,146.68,145.52,146.33,14370.946649999998
1550689200,146.31,146.76,145.64,146.69,10074.220189999998
1550692800,146.7,147.6,146,147.3,28199.658440000003
1550696400,147.31,147.69,145.84,145.9,16949.985959999998
1550700000,145.91,147.21,145.88,146.99,7613.11493
1550703600,146.98,149.52,146.88,148.44,43519.672320000005
1550707200,148.42,149.03,146.34,147.22,42692.78349999999
1550710800,147.22,147.29,145.26,146.28,23932.900519999992
1550714400,146.28,146.86,146,146.4,9707.969199999996
1550718000,146.4,148.16,146.19,147.91,13721.522690000002
1550721600,147.92,148,146.95,147.27,10555.061090000005
1550725200,147.24,148.8,147.14,148.23,23112.171250000007
1550728800,148.22,149.61,146.12,146.48,42089.87294000001
1550732400,146.53,147.64,146.31,147.58,21114.048690000003
1550736000,147.57,147.67,142.7,145.01,46107.08975000001
1550739600,145.01,145.88,143.32,144.42,37740.092350000006
1550743200,144.42,144.76,143.38,144.3,20720.701230000006
1550746800,144.29,144.72,142.9,144.6,21144.84525
1550750400,144.56,145.13,143.85,144.24,12210.98756
1550754000,144.23,145.36,143.9,145.01,15976.304700000004
1550757600,145.02,145.13,144.32,144.7,9337.140319999999
1550761200,144.7,145,144.05,144.93,10493.460690000004
1550764800,144.91,145,142.87,143.49,19317.74901
1550768400,143.52,144.48,143.49,144.28,9779.417329999997
1550772000,144.29,144.4,143.45,144,7843.018119999999
1550775600,144,144.68,143.73,144.35,5904.177260000001
1550779200,144.35,145.15,144.06,144.19,15956.738530000004
1550782800,144.22,145.03,144.08,144.75,9785.432140000003
1550786400,144.75,144.93,144.08,144.21,5466.746790000001
1550790000,144.21,146.09,143.99,145.69,12654.177819999995
1550793600,145.68,145.98,144.77,145.23,15010.293709999994
1550797200,145.2,146.25,145.03,146.21,10694.602349999997
1550800800,146.21,147.35,146.18,146.84,24047.83285
1550804400,146.85,146.98,146.26,146.35,14309.636690000001
1550808000,146.33,146.65,145.84,146.45,8501.278739999998
1550811600,146.44,147.04,146.07,146.24,9683.187950000005
1550815200,146.25,146.74,145.73,145.91,8569.827889999999
1550818800,145.91,146,143.85,144.87,34017.87899999999
1550822400,144.87,147.06,144.26,147.06,31424.299849999996
1550826000,147.05,147.89,146.5,147.4,27023.611660000002
1550829600,147.4,147.57,146.59,147.05,11248.2853
1550833200,147.06,147.26,146.68,147.1,11062.17505
1550836800,147.1,148.75,147.01,147.44,30015.906759999998
1550840400,147.42,148.85,147.34,148.19,20902.68036
1550844000,148.21,148.6,146.86,147.45,17660.210019999995
1550847600,147.44,147.71,146.23,147.39,20102.047169999998
1550851200,147.35,147.88,146.92,147.53,11948.949820000002
1550854800,147.52,148.16,147.05,148,10273.745789999999
1550858400,148.02,148.2,147.65,147.93,8161.365919999998
1550862000,147.95,148.3,147.69,147.95,9388.507180000004
1550865600,147.96,148.17,147.15,147.32,9801.820970000002
1550869200,147.32,147.96,147.05,147.91,6626.695319999998
1550872800,147.91,148.13,147.68,147.89,7370.518839999999
1550876400,147.92,148.15,147.3,147.36,8405.82623
1550880000,147.4,147.62,146.83,147.12,14195.113400000002
1550883600,147.13,147.76,147.06,147.75,6642.294940000002
1550887200,147.72,147.77,146.8,147.08,9721.493240000002
1550890800,147.07,147.41,146.55,147.35,11121.068750000002
1550894400,147.33,147.34,145.78,146.12,16052.395709999999
1550898000,146.12,146.79,145.91,146.64,12146.658389999997
1550901600,146.62,147,146.37,146.88,7049.555310000001
1550905200,146.89,147.21,146.67,146.81,5513.720780000001
1550908800,146.84,147.07,146.2,146.57,7293.081559999998
1550912400,146.57,147.64,145.8,147.5,15807.60195
1550916000,147.53,148.49,147.28,148.08,26128.548410000007
1550919600,148.07,148.5,147.5,147.64,14933.40835
1550923200,147.65,148.08,147.41,147.73,9276.158300000005
1550926800,147.73,147.83,147.31,147.61,7497.218679999997
1550930400,147.6,147.89,147.43,147.55,6413.44065
1550934000,147.56,147.63,146.8,147.09,15321.910619999999
1550937600,147.08,154.22,146.93,152.96,65251.16172000001
1550941200,152.96,157.33,152,156.12,125029.58639000003
1550944800,156.07,158,155.21,156.6,56972.205299999994
1550948400,156.57,158.25,156.5,156.62,42850.04636000002
1550952000,156.63,159.6,156.6,159,54846.519329999996
1550955600,158.93,159,156.76,156.97,29582.663880000004
1550959200,156.92,158.1,156.45,157.88,19552.751879999996
1550962800,157.87,158.06,157.43,157.79,8985.12506
1550966400,157.75,159.9,157.66,159.24,27060.79508000001
1550970000,159.24,159.67,158.67,159.32,21620.444849999996
1550973600,159.32,164.31,159.03,164.18,60797.13692999999
1550977200,164.19,166,163.42,163.88,67865.18698000003
1550980800,163.89,164.79,163,163.19,22099.888110000004
1550984400,163.19,164.87,163.18,164.34,19883.13572000001
1550988000,164.43,165.2,163.65,164.47,17353.741059999997
1550991600,164.48,164.8,163.51,164.17,14722.377320000003
1550995200,164.17,164.55,161.9,162.49,26006.0553
1550998800,162.49,163.58,161.26,162.81,42899.59208
1551002400,162.79,163.86,162.74,163.45,26047.75941999999
1551006000,163.45,164.37,162.85,163.27,27139.589889999992
1551009600,163.28,163.71,161.7,161.99,28938.674969999993
1551013200,161.99,163.13,160.1,161.03,30243.026789999993
1551016800,161.03,161.14,137,139.89,279023.4548900001
1551020400,139.9,142.89,138.52,139.99,97291.76077000001
1551024000,140,140,133.6,137.49,132134.17792000002
1551027600,137.53,140.53,136.85,138.62,66991.76450000002
1551031200,138.62,140.15,137.78,139.49,36618.21686
1551034800,139.47,139.62,138.45,138.94,19334.695979999997
1551038400,138.94,140.23,138.55,139.73,18264.307269999998
1551042000,139.73,141.72,138.04,139.37,53944.8645
1551045600,139.38,139.53,135.57,137.86,34840.937709999984
1551049200,137.91,138.34,131.7,132.1,89385.22181999999
1551052800,132.1,135.99,131.89,135.26,69923.94446
1551056400,135.34,136.69,134.53,136.22,31858.153909999986
1551060000,136.22,138.67,135.53,138.29,31497.4241
1551063600,138.29,139.75,138.11,138.79,30986.847760000004
1551067200,138.79,140.09,138.36,139.81,22802.686159999997
1551070800,139.81,139.91,136.93,138.74,27191.875290000004
1551074400,138.75,139.61,137.61,138.08,23875.479599999995
1551078000,138.08,138.15,136.69,137.12,25920.19959
1551081600,137.1,137.93,137.09,137.84,14701.56789
1551085200,137.84,138.78,136.93,137.41,24597.498300000007
1551088800,137.41,137.86,134.86,136.71,46976.02706000001
1551092400,136.71,137.52,136.67,136.77,23632.251420000004
1551096000,136.78,138.97,136.6,138.41,29882.269870000004
1551099600,138.41,138.8,138,138.2,17799.85043
1551103200,138.19,138.25,135.5,137.09,43210.058590000015
1551106800,137.1,137.33,136.76,137.2,27162.1538
1551110400,137.17,141.31,136.85,140.78,63206.39684000001
1551114000,140.78,140.88,138.6,139.12,54484.85370999998
1551117600,139.13,141.55,139.04,140.93,49700.429510000016
1551121200,140.97,141.11,139.2,139.64,26964.441059999997
1551124800,139.62,140.09,135.55,137.62,55852.11730999998
1551128400,137.61,137.65,136.06,136.17,25450.058769999996
1551132000,136.21,139.4,136.16,138.7,17741.32521
1551135600,138.69,139.1,137.36,137.87,15729.184790000003
1551139200,137.88,138.28,136.74,138.04,18650.95059
1551142800,138.08,138.27,137.6,137.98,9617.603980000004
1551146400,137.98,138.41,137.48,137.63,10010.998149999998
1551150000,137.62,138.11,137.5,137.86,11599.192509999999
1551153600,137.86,138.23,137.21,137.68,9266.39961
1551157200,137.66,138.05,135.88,137.07,27226.314889999994
1551160800,137.08,137.38,135.58,136.33,32330.76039
1551164400,136.39,137.09,136.17,136.87,22120.642460000006
1551168000,136.86,137.09,136.19,136.68,16372.19045
1551171600,136.67,136.84,133.72,136.33,37227.62616999999
1551175200,136.38,137.39,136.23,136.8,23151.032770000005
1551178800,136.83,137.4,135.77,136.21,18399.30396
1551182400,136.23,136.53,135.01,135.67,23256.537840000005
1551186000,135.64,135.74,134.2,135.53,33298.65757000002
1551189600,135.54,137.01,135.18,136.83,26445.99679999999
1551193200,136.83,137.14,136.16,136.42,13891.094089999995
1551196800,136.42,136.59,135.15,135.3,16118.550620000004
1551200400,135.32,135.97,133.8,135.52,22534.66021999999
1551204000,135.49,135.91,134,134.78,14293.183070000003
1551207600,134.75,135.54,134.55,135.02,13428.347330000002
1551211200,135.03,135.5,134.72,135.09,12378.535290000002
1551214800,135.02,136.16,135.02,135.34,9103.750830000003
1551218400,135.34,136.53,135.2,136.22,6057.003529999998
1551222000,136.21,136.7,135.89,136.22,6164.837209999999
1551225600,136.22,136.28,134.48,135.58,15718.26066
1551229200,135.59,135.73,134.89,135.05,7827.6020100000005
1551232800,135.06,136.23,135.06,135.8,10553.252920000003
1551236400,135.79,136.06,135.56,135.92,10385.300700000002
1551240000,135.92,136.5,135.8,135.88,12047.345019999999
1551243600,135.88,136.86,135.81,136.69,12137.229599999999
1551247200,136.64,136.78,136.07,136.32,9085.764000000001
1551250800,136.34,138.58,136.32,138.16,41591.23079000001
1551254400,138.13,138.92,137.77,137.93,30110.044759999997
1551258000,137.92,138.38,137.83,137.91,13918.837809999997
1551261600,137.92,138.4,137.82,137.9,11903.458389999996
1551265200,137.89,138.65,137.8,138.6,9000.108129999999
1551268800,138.56,138.8,137.9,138.13,12440.17187
1551272400,138.13,140.29,138.13,139.48,30334.1844
1551276000,139.48,139.5,135.62,137.31,43128.201960000006
1551279600,137.28,137.52,136.91,137.03,14473.199260000001
1551283200,137.02,137.52,136.4,136.58,14177.978619999998
1551286800,136.58,137.22,136.41,137.06,10608.031500000003
1551290400,137.06,137.18,136,136.13,9402.91204
1551294000,136.13,136.5,135,135.64,17667.98652
1551297600,135.61,135.61,126.84,129.63,115348.16220999998
1551301200,129.63,131.8,128.94,131.75,49804.100790000004
1551304800,131.69,132.42,130.34,132.2,17242.575289999997
1551308400,132.14,135.54,131.77,135.02,48296.671100000014
1551312000,135.03,137.04,134.12,136.63,29869.98353
1551315600,136.65,137.9,136.52,137.01,22713.82425
1551319200,137.01,137.29,134.98,135.54,14893.441609999994
1551322800,135.55,136.42,135.3,136.02,16679.13733
1551326400,136.01,136.82,135.81,136.34,10330.353879999997
1551330000,136.34,137.17,136.3,136.79,12678.503429999993
1551333600,136.79,136.79,135.54,135.64,14122.117680000007
1551337200,135.66,135.95,134.75,135.6,25405.88996
1551340800,135.61,138.15,135.6,136.75,28006.573620000006
1551344400,136.73,137.39,136,136.05,25739.82474
1551348000,136.04,136.93,135.81,136.47,22870.721489999996
1551351600,136.43,137.48,136.35,136.9,13227.51774
1551355200,136.91,137.28,135.95,136.6,15158.632679999995
1551358800,136.63,136.67,136.05,136.38,9745.10516
1551362400,136.38,137.2,136.22,136.78,17882.555599999992
1551366000,136.78,139,132.1,136.76,95531.30293
1551369600,136.75,137.98,133.74,136.09,66790.21208
1551373200,136.09,136.9,134.2,135.59,36291.6455
1551376800,135.58,137.07,134.9,136.53,19985.563309999994
1551380400,136.57,138,134.83,136.04,33867.13373
1551384000,136.02,136.05,134.73,135.67,22885.190830000007
1551387600,135.73,136.07,135.11,135.68,7977.8033399999995
1551391200,135.66,135.91,134.77,135.47,7596.701330000002
1551394800,135.46,136.5,135.03,135.34,9077.581739999998
1551398400,135.32,136.26,135.32,135.82,8225.152579999996
1551402000,135.8,135.99,135.24,135.87,8994.88201
1551405600,135.84,135.97,135.51,135.62,8883.252499999999
1551409200,135.62,136.64,135.5,136.21,8618.79796
1551412800,136.2,136.35,135.9,136.28,5890.3575900000005
1551416400,136.23,136.55,136.23,136.25,7111.102689999999
1551420000,136.27,136.64,136,136.02,8160.92411
1551423600,136.05,136.4,135,136.3,21565.795639999997
1551427200,136.29,136.34,135.79,136.11,14896.53953
1551430800,136.11,136.95,136.02,136.11,24652.208599999998
1551434400,136.08,136.4,135.67,135.83,13151.396059999997
1551438000,135.89,135.96,135.4,135.62,11860.275419999998
1551441600,135.61,135.72,135,135.53,9549.205890000001
1551445200,135.55,135.87,135,135.71,13353.264519999997
1551448800,135.68,135.87,135.42,135.81,9736.132740000003
1551452400,135.82,136.04,135.42,135.77,11648.087199999998
1551456000,135.78,137.8,135.64,136.68,22735.869249999996
1551459600,136.66,137.95,136.59,137.32,21662.93744999999
1551463200,137.28,137.44,136.54,136.89,11975.169390000003
1551466800,136.89,137.22,136.52,136.6,8568.025150000001
1551470400,136.63,136.92,136.22,136.25,7758.68757
1551474000,136.26,136.85,136.15,136.76,7334.0750400000015
1551477600,136.77,137.14,135.28,135.75,19819.864120000002
1551481200,135.76,136.17,134.9,135.32,16480.025300000005
1551484800,135.32,136.12,134.99,135.7,8137.900130000002
1551488400,135.65,136.09,135.57,135.7,7349.166399999999
1551492000,135.72,135.81,135.38,135.71,6947.74134
1551495600,135.73,135.8,135.32,135.53,4731.942749999999
1551499200,135.55,135.58,133.2,134.6,23937.818230000004
1551502800,134.61,134.83,133.9,134.04,17373.0298
1551506400,134.04,134.44,133.66,133.88,11060.083729999997
1551510000,133.89,133.98,132.15,132.72,14631.006580000001
1551513600,132.72,132.82,130.03,132.49,45700.91694
1551517200,132.49,133,131.65,132.19,14810.656439999993
1551520800,132.22,133,131.9,132.87,10752.62478
1551524400,132.87,134.33,132.77,133.65,14515.083530000002
1551528000,133.6,133.86,132.89,133.15,9026.09754
1551531600,133.13,133.76,132.53,132.75,7713.16207
1551535200,132.77,133.29,132.44,132.82,8351.636180000001
1551538800,132.85,132.94,131.93,132.03,8042.473639999999
1551542400,132.03,133.07,130.4,131.44,30737.58891
1551546000,131.42,131.98,130.5,130.6,12274.901210000002
1551549600,130.58,132.16,130.34,131.6,10754.562869999998
1551553200,131.58,132.93,131.48,132.82,10325.587739999995
